,text,sentiment
9104,monaeltahawy can someone send this to gopdebates blacklivesmatter ,Negative
9106,seanspicer looks like he has a broom handle 1 foot up his ass talking to andersoncooper on cnn gopdebates ,Negative
9107,rwsurfergirl trump has got it right nobody would talk about immigration not untill be brought it up gopdebate gopdebates ,Positive
9108,rwsurfergirl i need to order another green apple maini to process what the hell just happened gopdebate gopdebates ,Negative
9109,chris christie and rand paul got really nasty with each other that was fun made trump look meek gopdebates ,Negative
9110,trotalex sorry edhenry i was not offended by realdonaldtrump as a woman i was offended by megynkelly gopdebates kellyfile ,Negative
9111,rwsurfergirl it is very disappointing that fox news is not conducting a fair amp balanced debate gopdebate gopdebates ,Negative
9112,salmasekela rand paul should have gone with ive got curly hair and dropped the mic gopdebates ,Negative
9113,rwsurfergirl we the american people pick the next president of united states not fox news gopdebate gopdebates ,Negative
9114,rwsurfergirl we the american people pick the next president of united states not fox news gopdebate gopdebates ,Negative
9115,trotalex sorry edhenry i was not offended by realdonaldtrump as a woman i was offended by megynkelly gopdebates kellyfile ,Negative
9116,mcgrudder gop2016debate gopdebate gopdebates trump2016 trump2016 trump has the gop scared they dont control him he talks abo ,Positive
9118,rwsurfergirl we the american people pick the next president of united states not fox news gopdebate gopdebates ,Negative
9119,davidwross so here i am watching the jerry springer show and suddenly realized its the foxnews gopdebates ,Negative
9120,rwsurfergirl we the american people pick the next president of united states not fox news gopdebate gopdebates ,Negative
9121,kwrcrow dr carson remark on dc having half a brain best line gopdebates ,Positive
9122,davidwross so here i am watching the jerry springer show and suddenly realized its the foxnews gopdebates ,Negative
9123,lukewearechange where is this evidence that these hacks talk about when it comes to syria gopdebates ,Negative
9125,rwsurfergirl we the american people pick the next president of united states not fox news gopdebate gopdebates ,Negative
9126,rwsurfergirl we the american people pick the next president of united states not fox news gopdebate gopdebates ,Negative
9127,rwsurfergirl we the american people pick the next president of united states not fox news gopdebate gopdebates ,Negative
9128,donniewahlberg enjoyed the gopdebates and am looking forward to the democraticdebates next ,Positive
9129,didnt get to watch the debatewatching the recapif i did i would be stressed out watching some of these ppl painful gopdebates cnn ,Negative
9130,wow everybodys tweeting about foxnews megynkellys bad treatment of realdonaldtrump and gopdebates agreed ,Negative
9131,rwsurfergirl we the american people pick the next president of united states not fox news gopdebate gopdebates ,Negative
9132,gop2016debate gopdebate gopdebates trump2016 trump2016 trump has the gop scared they dont control him he talks about needed issues ,Positive
9133,rwsurfergirl we the american people pick the next president of united states not fox news gopdebate gopdebates ,Negative
9134,rwsurfergirl trump has got it right nobody would talk about immigration not untill be brought it up gopdebate gopdebates ,Positive
9135,chris christie and lindsey graham seem to want more power to spy on america gopdebates ,Negative
9137,rwsurfergirl trump has got it right nobody would talk about immigration not untill be brought it up gopdebate gopdebates ,Positive
9138,rwsurfergirl we the american people pick the next president of united states not fox news gopdebate gopdebates ,Negative
9140,rwsurfergirl we the american people pick the next president of united states not fox news gopdebate gopdebates ,Negative
9141,rwsurfergirl we the american people pick the next president of united states not fox news gopdebate gopdebates ,Negative
9144,rwsurfergirl why doesnt chris wallace ask the other politicans about their finances and where their money comes from gopdebate ,Negative
9145,trotalex sorry edhenry i was not offended by realdonaldtrump as a woman i was offended by megynkelly gopdebates kellyfile ,Negative
9146,rwsurfergirl we the american people pick the next president of united states not fox news gopdebate gopdebates ,Negative
9147,rwsurfergirl i need to order another green apple maini to process what the hell just happened gopdebate gopdebates ,Negative
9148,how many famous people petulantly threatened to move to canada if one of the debaters won gopdebate gopdebates ,Negative
9149,rwsurfergirl the candidates dont have to attack realdonaldtrump fox is doing it for them by stoping him from speaking gopdebate ,Negative
9150,trotalex sorry edhenry i was not offended by realdonaldtrump as a woman i was offended by megynkelly gopdebates kellyfile ,Negative
9151,devindwyer anyone have any more questions trumpcrush gopdebates ,Positive
9152,supermanhotmale no rand paul does not have a budget he has budgets multiple sets of books yep gopdebates ,Negative
9153,rwsurfergirl we the american people pick the next president of united states not fox news gopdebate gopdebates ,Negative
9154,rwsurfergirl we the american people pick the next president of united states not fox news gopdebate gopdebates ,Negative
9155,rwsurfergirl we the american people pick the next president of united states not fox news gopdebate gopdebates ,Negative
9156,rwsurfergirl we the american people pick the next president of united states not fox news gopdebate gopdebates ,Negative
9157,rwsurfergirl we the american people pick the next president of united states not fox news gopdebate gopdebates ,Negative
9158,rwsurfergirl we the american people pick the next president of united states not fox news gopdebate gopdebates ,Negative
9159,call foxnews demand a 2minute routine segment in all future gopdebates lets see who can really wield the batonoffreedom ,Negative
9160,rwsurfergirl we the american people pick the next president of united states not fox news gopdebate gopdebates ,Negative
9162,rwsurfergirl we the american people pick the next president of united states not fox news gopdebate gopdebates ,Negative
9163,rwsurfergirl we the american people pick the next president of united states not fox news gopdebate gopdebates ,Negative
9164,rwsurfergirl we the american people pick the next president of united states not fox news gopdebate gopdebates ,Negative
9165,rwsurfergirl im really really really pissed off at fox news for what they did to realdonaldtrump gopdebate gopdebates ,Positive
9166,cruz said it right our leaders arent stupid they just dont want to fo what is right gopdebates ,Positive
9167,bethbehrs classy gopdebates ,Negative
9168,rwsurfergirl trump has got it right nobody would talk about immigration not untill be brought it up gopdebate gopdebates ,Positive
9169,sorry edhenry i was not offended by realdonaldtrump as a woman i was offended by megynkelly gopdebates kellyfile ,Negative
9170,rwsurfergirl we the american people pick the next president of united states not fox news gopdebate gopdebates ,Negative
9171,anyone have any more questions trumpcrush gopdebates ,Positive
9172,brucebalett jesselagreca gopdebates were definitely biased too civilizedexcept for trump2016 ,Positive
9173,rwsurfergirl we the american people pick the next president of united states not fox news gopdebate gopdebates ,Negative
9174,rwsurfergirl we the american people pick the next president of united states not fox news gopdebate gopdebates ,Negative
9175,supermanhotmale no rand paul does not have a budget he has budgets multiple sets of books yep gopdebates ,Negative
9176,rwsurfergirl we the american people pick the next president of united states not fox news gopdebate gopdebates ,Negative
9177,rwsurfergirl im really really really pissed off at fox news for what they did to realdonaldtrump gopdebate gopdebates ,Negative
9181,rwsurfergirl we the american people pick the next president of united states not fox news gopdebate gopdebates ,Negative
9182,supermanhotmale no rand paul does not have a budget he has budgets multiple sets of books yep gopdebates ,Negative
9183,sad that nobody asked chris christie about those times he left jersey to go to dallas cowboys games and taxpayers paid for it gopdebates ,Negative
